Title,Region,City,Category,Sub-Category,Sales(USD),Quantity(Units),Discount(Sum),Profit(USD),Profit_Margin(%)
,"('Central',)",Houston,Office Supplies,Binders,3971.84,212,22.4,1152.24,29.01
,"('Central',)",Houston,Office Supplies,Envelopes,398.66,31,0.8,147.91,37.1
,"('Central',)",Houston,Office Supplies,Fasteners,107.43,29,0.8,44.27,41.21
,"('Central',)",Houston,Office Supplies,Labels,231.66,42,0.6,98.67,42.59
,"('Central',)",Houston,Office Supplies,Paper,4032.82,211,4.4,1785.53,44.27
,"('Central',)",Houston,Office Supplies,Storage,5386.44,119,3.8,322.08,5.98
,"('Central',)",Houston,Office Supplies,Supplies,253.23,29,0.2,35.65,14.08
,"('Central',)",Houston,Technology,Accessories,5194.94,103,3.4,1134.84,21.85
,"('Central',)",Houston,Technology,Copiers,14849.89,11,0.2,6944.96,46.77
,"('Central',)",Houston,Technology,Machines,8012.4,29,2.2,-1608.76,-20.08
,"('Central',)",Houston,Technology,Phones,9996.79,112,4.0,1898.16,18.99
,"('Central',)",Huntsville,Furniture,Bookcases,1228.0,6,0.32,-36.12,-2.94
,"('Central',)",Huntsville,Furniture,Chairs,1101.64,10,0.7,68.16,6.19
,"('Central',)",Huntsville,Furniture,Furnishings,21.18,1,0.2,4.77,22.52
,"('Central',)",Huntsville,Office Supplies,Appliances,41.38,6,0.2,3.1,7.49
,"('Central',)",Huntsville,Office Supplies,Art,146.35,9,0.4,21.88,14.95
,"('Central',)",Huntsville,Office Supplies,Binders,330.26,23,2.7,128.54,38.92
,"('Central',)",Huntsville,Office Supplies,Fasteners,7.56,6,0.0,0.3,3.97
,"('Central',)",Huntsville,Office Supplies,Labels,14.62,2,0.0,6.87,46.99
,"('Central',)",Huntsville,Office Supplies,Paper,111.77,17,0.2,51.64,46.2
,"('Central',)",Huntsville,Office Supplies,Storage,941.37,13,0.2,127.7,13.57
,"('Central',)",Huntsville,Technology,Accessories,63.98,2,0.2,10.4,16.26
,"('Central',)",Huntsville,Technology,Phones,1770.24,18,1.0,131.21,7.41
,"('Central',)",Independence,Furniture,Bookcases,425.83,1,0.15,20.04,4.71
,"('Central',)",Independence,Furniture,Chairs,323.14,4,0.2,20.2,6.25
,"('Central',)",Independence,Office Supplies,Appliances,839.43,3,0.0,218.25,26.0
,"('Central',)",Independence,Office Supplies,Art,5.04,3,0.0,1.26,25.0
,"('Central',)",Independence,Office Supplies,Binders,398.35,3,0.2,124.48,31.25
,"('Central',)",Independence,Office Supplies,Fasteners,17.45,5,0.0,8.03,46.02
,"('Central',)",Independence,Office Supplies,Paper,24.96,2,0.0,11.73,47.0
,"('Central',)",Independence,Office Supplies,Storage,46.84,2,0.0,12.65,27.01
,"('Central',)",Independence,Office Supplies,Supplies,29.7,3,0.0,8.02,27.0
,"('Central',)",Independence,Technology,Phones,1295.84,4,0.2,145.78,11.25
,"('Central',)",Indianapolis,Furniture,Bookcases,901.61,8,0.15,37.59,4.17
,"('Central',)",Indianapolis,Furniture,Chairs,225.3,2,0.2,22.53,10.0
,"('Central',)",Indianapolis,Furniture,Furnishings,140.54,14,1.2,-34.61,-24.63
,"('Central',)",Indianapolis,Furniture,Tables,701.64,10,0.85,-256.42,-36.55
,"('Central',)",Indianapolis,Office Supplies,Appliances,125.13,3,0.0,36.29,29.0
,"('Central',)",Indianapolis,Office Supplies,Art,85.39,17,0.4,17.63,20.65
,"('Central',)",Indianapolis,Office Supplies,Binders,44.91,17,1.4,-3.71,-8.26
,"('Central',)",Indianapolis,Office Supplies,Envelopes,93.91,7,0.0,44.13,46.99
,"('Central',)",Indianapolis,Office Supplies,Labels,62.46,9,0.2,28.78,46.08
,"('Central',)",Indianapolis,Office Supplies,Paper,91.32,17,0.0,42.2,46.21
,"('Central',)",Indianapolis,Office Supplies,Storage,909.12,8,0.0,9.09,1.0
,"('Central',)",Indianapolis,Technology,Phones,356.74,3,0.4,38.59,10.82
,"('Central',)",Irving,Furniture,Furnishings,580.86,5,0.0,151.02,26.0
,"('Central',)",Irving,Office Supplies,Appliances,1245.86,7,0.0,361.3,29.0
,"('Central',)",Irving,Office Supplies,Art,421.42,17,0.0,123.64,29.34
,"('Central',)",Irving,Office Supplies,Binders,38.28,6,0.0,17.61,46.0
,"('Central',)",Irving,Office Supplies,Labels,15.94,4,0.2,5.18,32.5
,"('Central',)",Irving,Office Supplies,Paper,3.42,1,0.2,1.07,31.29
,"('Central',)",Irving,Technology,Accessories,217.56,7,0.2,55.36,25.45
,"('Central',)",Irving,Technology,Phones,149.95,5,0.0,44.98,30.0
,"('Central',)",Jackson,Furniture,Chairs,199.3,4,0.3,-8.54,-4.28
,"('Central',)",Jackson,Furniture,Furnishings,250.92,12,0.0,90.72,36.15
,"('Central',)",Jackson,Furniture,Tables,1159.3,8,0.3,145.36,12.54
,"('Central',)",Jackson,Office Supplies,Binders,46.8,4,0.0,21.06,45.0
,"('Central',)",Jackson,Office Supplies,Envelopes,20.94,1,0.2,7.07,33.76
,"('Central',)",Jackson,Office Supplies,Paper,181.88,7,0.0,88.12,48.45
,"('Central',)",Jackson,Office Supplies,Storage,352.38,2,0.0,81.05,23.0
,"('Central',)",Jackson,Technology,Accessories,1928.78,7,0.0,829.38,43.0
,"('Central',)",Jackson,Technology,Phones,1469.78,6,0.0,391.45,26.63
,"('Central',)",Kenosha,Furniture,Bookcases,512.94,3,0.0,97.46,19.0
,"('Central',)",Kenosha,Furniture,Chairs,860.93,7,0.0,189.4,22.0
,"('Central',)",Kenosha,Furniture,Furnishings,932.28,14,0.4,137.1,14.71
,"('Central',)",Kenosha,Office Supplies,Appliances,186.15,3,0.0,55.84,30.0
,"('Central',)",Kenosha,Office Supplies,Art,208.72,21,0.4,33.56,16.08
,"('Central',)",Kenosha,Office Supplies,Binders,327.82,27,1.8,97.1,29.62
,"('Central',)",Kenosha,Office Supplies,Paper,197.34,5,0.2,94.05,47.66
,"('Central',)",Kenosha,Office Supplies,Storage,582.15,6,0.0,172.3,29.6
,"('Central',)",Kenosha,Office Supplies,Supplies,47.19,3,0.0,13.69,29.01
,"('Central',)",Kenosha,Technology,Accessories,413.06,16,0.0,48.66,11.78
,"('Central',)",Kenosha,Technology,Copiers,299.99,1,0.0,90.0,30.0
,"('Central',)",Kenosha,Technology,Phones,1884.3,20,0.4,503.09,26.7
,"('Central',)",La Porte,Furniture,Chairs,951.76,8,0.3,20.63,2.17
,"('Central',)",La Porte,Furniture,Furnishings,708.22,12,0.0,66.26,9.36
,"('Central',)",La Porte,Furniture,Tables,1229.22,7,0.3,-15.23,-1.24
,"('Central',)",La Porte,Office Supplies,Appliances,842.32,15,0.2,242.65,28.81
,"('Central',)",La Porte,Office Supplies,Art,193.13,19,0.0,59.25,30.68
,"('Central',)",La Porte,Office Supplies,Binders,1514.02,25,1.9,565.72,37.37
,"('Central',)",La Porte,Office Supplies,Envelopes,334.98,14,0.2,146.37,43.7
,"('Central',)",La Porte,Office Supplies,Labels,26.06,6,0.0,12.44,47.74
,"('Central',)",La Porte,Office Supplies,Paper,462.52,26,0.4,178.95,38.69
,"('Central',)",La Porte,Office Supplies,Storage,469.88,21,0.0,58.63,12.48
,"('Central',)",La Porte,Technology,Accessories,515.8,17,0.2,174.75,33.88
,"('Central',)",La Porte,Technology,Machines,885.04,6,0.8,83.35,9.42
,"('Central',)",La Porte,Technology,Phones,1748.45,32,1.4,312.37,17.87
,"('Central',)",Lakeville,Furniture,Chairs,2001.86,7,0.0,580.54,29.0
,"('Central',)",Lakeville,Furniture,Tables,674.35,3,0.2,-8.43,-1.25
,"('Central',)",Lakeville,Office Supplies,Appliances,1503.25,5,0.0,496.07,33.0
,"('Central',)",Lakeville,Office Supplies,Art,34.58,1,0.0,10.03,29.01
,"('Central',)",Lakeville,Office Supplies,Binders,58.34,2,0.0,28.0,47.99
,"('Central',)",Lakeville,Office Supplies,Paper,73.8,10,0.0,36.38,49.3
,"('Central',)",Lakeville,Office Supplies,Storage,166.72,2,0.0,41.68,25.0
,"('Central',)",Lakeville,Technology,Phones,758.73,8,0.2,164.48,21.68
,"('Central',)",Lansing,Office Supplies,Appliances,644.08,2,0.1,107.35,16.67
,"('Central',)",Lansing,Office Supplies,Art,217.2,19,0.2,53.84,24.79
,"('Central',)",Lansing,Office Supplies,Binders,29.98,6,0.2,11.9,39.69
,"('Central',)",Lansing,Office Supplies,Fasteners,18.72,11,0.2,7.96,42.52
,"('Central',)",Lansing,Office Supplies,Paper,18.04,3,0.0,8.77,48.61
,"('Central',)",Lansing,Office Supplies,Storage,834.06,6,0.0,168.55,20.21
,"('Central',)",Lansing,Technology,Accessories,88.4,4,0.0,11.49,13.0
,"('Central',)",Lansing,Technology,Copiers,599.98,2,0.0,209.99,35.0
,"('Central',)",Lansing,Technology,Phones,10.95,1,0.0,0.44,4.02
,"('Central',)",Laredo,Furniture,Furnishings,79.92,4,0.0,28.77,36.0
,"('Central',)",Laredo,Furniture,Tables,239.37,2,0.3,-23.94,-10.0
,"('Central',)",Laredo,Office Supplies,Art,9.34,2,0.2,1.17,12.53
,"('Central',)",Laredo,Office Supplies,Binders,10.51,3,0.2,3.68,35.01
,"('Central',)",Laredo,Technology,Accessories,31.2,3,0.2,9.75,31.25
,"('Central',)",Lincoln Park,Furniture,Bookcases,194.32,4,0.0,31.09,16.0
,"('Central',)",Lincoln Park,Furniture,Tables,99.37,2,0.3,-1.42,-1.43
,"('Central',)",Lincoln Park,Office Supplies,Appliances,876.98,8,0.4,66.8,7.62
,"('Central',)",Lincoln Park,Office Supplies,Art,37.83,6,0.4,9.22,24.37
,"('Central',)",Lincoln Park,Office Supplies,Binders,12.83,2,0.2,4.33,33.75
,"('Central',)",Lincoln Park,Office Supplies,Storage,100.7,6,0.2,-1.26,-1.25
,"('Central',)",Madison,Furniture,Chairs,962.23,10,0.5,22.88,2.38
,"('Central',)",Madison,Furniture,Furnishings,409.14,5,0.0,202.13,49.4
,"('Central',)",Madison,Furniture,Tables,1478.27,8,0.2,92.39,6.25
,"('Central',)",Madison,Office Supplies,Appliances,100.94,7,0.0,33.31,33.0
,"('Central',)",Madison,Office Supplies,Binders,4397.98,27,0.8,1487.71,33.83
,"('Central',)",Madison,Office Supplies,Envelopes,10.86,3,0.0,5.1,46.96
,"('Central',)",Madison,Office Supplies,Fasteners,21.48,6,0.0,10.53,49.02
,"('Central',)",Madison,Office Supplies,Labels,52.87,11,0.0,25.18,47.63
,"('Central',)",Madison,Office Supplies,Paper,229.07,13,0.2,88.76,38.75
,"('Central',)",Madison,Office Supplies,Storage,948.92,13,0.0,61.92,6.53
,"('Central',)",Madison,Technology,Accessories,35.17,4,0.2,8.35,23.74
,"('Central',)",Mcallen,Office Supplies,Art,10.5,5,0.0,2.94,28.0
,"('Central',)",Mcallen,Office Supplies,Binders,8.87,8,1.6,-13.94,-157.16
,"('Central',)",Mcallen,Office Supplies,Paper,19.65,2,0.2,6.63,33.74
,"('Central',)",Mcallen,Office Supplies,Storage,8.93,2,0.2,0.67,7.5
,"('Central',)",Mesquite,Furniture,Chairs,1352.03,4,0.2,84.5,6.25
,"('Central',)",Mesquite,Office Supplies,Appliances,1640.7,5,0.0,459.4,28.0
,"('Central',)",Mesquite,Office Supplies,Art,259.26,8,0.2,113.46,43.76
,"('Central',)",Mesquite,Office Supplies,Binders,4.54,2,0.2,1.65,36.34
,"('Central',)",Mesquite,Office Supplies,Paper,28.7,6,0.4,10.34,36.03
,"('Central',)",Mesquite,Office Supplies,Storage,51.97,2,0.2,-10.39,-19.99
,"('Central',)",Mesquite,Technology,Phones,552.16,10,0.4,55.33,10.02
,"('Central',)",Milwaukee,Furniture,Chairs,2280.82,13,0.8,-116.79,-5.12
,"('Central',)",Milwaukee,Furniture,Furnishings,526.49,19,0.8,146.25,27.78
,"('Central',)",Milwaukee,Furniture,Tables,913.43,5,0.3,-169.64,-18.57
,"('Central',)",Milwaukee,Office Supplies,Appliances,430.77,10,0.8,103.98,24.14
,"('Central',)",Milwaukee,Office Supplies,Art,264.37,26,0.4,61.08,23.1
,"('Central',)",Milwaukee,Office Supplies,Binders,316.35,39,3.3,16.05,5.07
,"('Central',)",Milwaukee,Office Supplies,Labels,24.9,5,0.0,11.45,45.98
,"('Central',)",Milwaukee,Office Supplies,Paper,478.76,26,0.0,230.31,48.11
,"('Central',)",Milwaukee,Office Supplies,Storage,3162.82,27,0.8,58.69,1.86
,"('Central',)",Milwaukee,Technology,Accessories,543.86,13,0.4,186.55,34.3
,"('Central',)",Milwaukee,Technology,Copiers,2999.95,5,0.0,1439.98,48.0
,"('Central',)",Milwaukee,Technology,Machines,3059.98,2,0.1,680.0,22.22
,"('Central',)",Milwaukee,Technology,Phones,870.91,10,0.6,117.66,13.51
,"('Central',)",Minneapolis,Furniture,Bookcases,305.97,3,0.15,25.2,8.24
,"('Central',)",Minneapolis,Furniture,Chairs,1986.52,11,0.0,482.59,24.29
,"('Central',)",Minneapolis,Furniture,Furnishings,918.87,21,0.4,-38.11,-4.15
,"('Central',)",Minneapolis,Furniture,Tables,1128.39,3,0.0,259.53,23.0
,"('Central',)",Minneapolis,Office Supplies,Appliances,2920.66,12,0.0,731.76,25.05
,"('Central',)",Minneapolis,Office Supplies,Art,62.17,6,0.2,15.25,24.53
,"('Central',)",Minneapolis,Office Supplies,Binders,3863.49,48,3.8,1510.74,39.1
,"('Central',)",Minneapolis,Office Supplies,Envelopes,112.69,6,0.2,38.35,34.03
,"('Central',)",Minneapolis,Office Supplies,Fasteners,2.3,1,0.2,0.78,33.91
,"('Central',)",Minneapolis,Office Supplies,Labels,42.0,10,0.2,17.5,41.67
,"('Central',)",Minneapolis,Office Supplies,Paper,199.58,22,0.4,89.57,44.88
,"('Central',)",Minneapolis,Office Supplies,Storage,490.03,7,0.2,-7.75,-1.58
,"('Central',)",Minneapolis,Office Supplies,Supplies,5595.69,5,0.2,-752.7,-13.45
,"('Central',)",Minneapolis,Technology,Accessories,230.34,14,0.6,13.26,5.76
,"('Central',)",Minneapolis,Technology,Copiers,479.98,2,0.2,60.0,12.5
,"('Central',)",Minneapolis,Technology,Phones,3150.22,24,1.2,226.43,7.19
,"('Central',)",Mishawaka,Furniture,Chairs,647.84,8,0.0,32.39,5.0
,"('Central',)",Mishawaka,Office Supplies,Art,136.58,13,0.2,33.27,24.36
,"('Central',)",Mishawaka,Office Supplies,Binders,118.31,9,2.2,34.57,29.22
,"('Central',)",Naperville,Furniture,Chairs,1674.4,12,0.9,-131.47,-7.85
,"('Central',)",Naperville,Furniture,Furnishings,20.32,4,0.0,6.91,34.01
,"('Central',)",Naperville,Office Supplies,Art,11.31,7,0.2,5.11,45.18
,"('Central',)",Naperville,Office Supplies,Binders,130.82,15,1.6,39.79,30.42
,"('Central',)",Naperville,Office Supplies,Labels,11.78,3,0.2,4.27,36.25
,"('Central',)",Naperville,Office Supplies,Paper,30.31,6,0.4,10.25,33.82
,"('Central',)",Naperville,Office Supplies,Storage,272.74,3,0.2,-64.77,-23.75
,"('Central',)",Naperville,Technology,Accessories,286.25,9,0.2,86.26,30.13
,"('Central',)",Naperville,Technology,Machines,2396.4,10,0.2,179.73,7.5
,"('Central',)",Naperville,Technology,Phones,715.46,15,0.4,102.51,14.33
,"('Central',)",New Albany,Furniture,Chairs,89.99,1,0.0,17.1,19.0
,"('Central',)",New Albany,Furniture,Furnishings,96.25,10,1.2,-47.8,-49.66
,"('Central',)",New Albany,Office Supplies,Art,38.35,6,0.0,12.77,33.3
,"('Central',)",New Albany,Office Supplies,Binders,104.15,15,1.4,-33.76,-32.41
,"('Central',)",New Albany,Office Supplies,Labels,80.22,8,0.2,37.09,46.24
,"('Central',)",New Albany,Office Supplies,Paper,499.71,14,0.6,226.53,45.33
,"('Central',)",New Albany,Technology,Accessories,127.98,2,0.2,25.6,20.0
,"('Central',)",New Albany,Technology,Phones,13.98,2,0.0,3.91,27.97
,"('Central',)",Oklahoma City,Furniture,Furnishings,14.89,1,0.0,4.02,27.0
,"('Central',)",Oklahoma City,Furniture,Tables,210.01,1,0.2,2.63,1.25
,"('Central',)",Oklahoma City,Office Supplies,Envelopes,325.86,2,0.0,149.9,46.0
,"('Central',)",Oklahoma City,Technology,Phones,543.92,8,0.0,135.98,25.0
,"('Central',)",Olathe,Furniture,Chairs,110.98,1,0.0,15.54,14.0
,"('Central',)",Olathe,Furniture,Furnishings,54.71,7,0.2,11.63,21.26
,"('Central',)",Olathe,Office Supplies,Appliances,54.48,1,0.0,15.25,27.99
,"('Central',)",Olathe,Office Supplies,Art,107.94,3,0.0,26.98,25.0
,"('Central',)",Olathe,Office Supplies,Binders,34.6,10,0.7,6.31,18.24
,"('Central',)",Olathe,Office Supplies,Fasteners,7.22,2,0.2,1.71,23.68
,"('Central',)",Olathe,Office Supplies,Paper,57.97,4,0.2,19.61,33.83
,"('Central',)",Olathe,Office Supplies,Storage,848.54,4,0.2,-21.21,-2.5
,"('Central',)",Olathe,Technology,Accessories,199.98,2,0.0,83.99,42.0
,"('Central',)",Olathe,Technology,Phones,251.23,6,0.4,-20.61,-8.2
,"('Central',)",Omaha,Furniture,Bookcases,217.76,6,0.7,-384.72,-176.67
,"('Central',)",Omaha,Furniture,Chairs,191.96,2,0.0,51.83,27.0
,"('Central',)",Omaha,Furniture,Furnishings,209.88,3,0.0,35.68,17.0
,"('Central',)",Omaha,Office Supplies,Art,95.14,7,0.2,10.7,11.25
,"('Central',)",Omaha,Office Supplies,Binders,43.94,10,0.7,-6.8,-15.48
,"('Central',)",Omaha,Office Supplies,Supplies,39.07,6,0.2,4.4,11.26
,"('Central',)",Omaha,Technology,Phones,2949.91,9,0.0,875.58,29.68
,"('Central',)",Orland Park,Office Supplies,Art,10.16,1,0.0,2.64,25.98
,"('Central',)",Orland Park,Office Supplies,Binders,162.56,11,0.9,68.4,42.08
,"('Central',)",Orland Park,Office Supplies,Envelopes,216.73,10,0.2,86.83,40.06
,"('Central',)",Orland Park,Technology,Accessories,339.96,5,0.2,67.99,20.0
,"('Central',)",Park Ridge,Furniture,Furnishings,291.28,13,1.4,-311.84,-107.06
,"('Central',)",Park Ridge,Office Supplies,Binders,12.2,7,0.7,-9.76,-80.0
,"('Central',)",Park Ridge,Office Supplies,Labels,29.12,10,0.2,13.0,44.64
,"('Central',)",Park Ridge,Office Supplies,Paper,11.95,3,0.2,4.03,33.72
,"('Central',)",Park Ridge,Office Supplies,Storage,124.61,4,0.2,-23.36,-18.75
,"('Central',)",Pasadena,Furniture,Chairs,1177.02,11,0.5,172.3,14.64
,"('Central',)",Pasadena,Furniture,Furnishings,28.35,5,0.2,10.51,37.07
,"('Central',)",Pasadena,Office Supplies,Appliances,1.62,2,0.8,-4.47,-275.93
,"('Central',)",Pasadena,Office Supplies,Art,15.53,3,0.2,4.85,31.23
,"('Central',)",Pasadena,Office Supplies,Binders,26.29,7,0.4,9.12,34.69
,"('Central',)",Pasadena,Office Supplies,Envelopes,77.54,6,0.4,27.41,35.35
,"('Central',)",Pasadena,Office Supplies,Fasteners,5.68,2,0.2,1.92,33.8
,"('Central',)",Pasadena,Office Supplies,Labels,73.54,12,0.8,32.01,43.53
,"('Central',)",Pasadena,Office Supplies,Paper,36.29,7,0.4,12.7,35.0
,"('Central',)",Pasadena,Office Supplies,Storage,857.78,16,0.0,104.38,12.17
,"('Central',)",Pasadena,Office Supplies,Supplies,13.68,2,0.0,3.69,26.97
,"('Central',)",Pasadena,Technology,Accessories,417.11,10,0.2,87.27,20.92
,"('Central',)",Pasadena,Technology,Machines,336.51,3,0.4,44.87,13.33
,"('Central',)",Pasadena,Technology,Phones,195.96,5,0.2,19.6,10.0
,"('Central',)",Peoria,Furniture,Bookcases,647.04,6,0.5,-28.71,-4.44
,"('Central',)",Peoria,Office Supplies,Appliances,171.54,14,0.8,-155.4,-90.59
,"('Central',)",Peoria,Office Supplies,Art,265.86,13,0.4,62.24,23.41
,"('Central',)",Peoria,Office Supplies,Binders,4857.86,38,3.2,1701.61,35.03
,"('Central',)",Peoria,Office Supplies,Fasteners,41.92,14,0.2,16.67,39.77
,"('Central',)",Peoria,Office Supplies,Labels,14.62,2,0.0,6.87,46.99
,"('Central',)",Peoria,Office Supplies,Paper,188.19,15,0.2,79.21,42.09
,"('Central',)",Peoria,Office Supplies,Storage,14.97,1,0.0,4.19,27.99
,"('Central',)",Peoria,Technology,Accessories,95.98,3,0.2,-10.8,-11.25
,"('Central',)",Peoria,Technology,Phones,1624.8,14,0.4,329.91,20.3
,"('Central',)",Plano,Furniture,Bookcases,193.07,4,0.32,-19.87,-10.29
,"('Central',)",Plano,Furniture,Chairs,563.94,3,0.0,112.79,20.0
,"('Central',)",Plano,Office Supplies,Appliances,176.77,3,0.8,-459.61,-260.0
,"('Central',)",Plano,Office Supplies,Art,3.9,2,0.0,1.52,38.97
,"('Central',)",Plano,Office Supplies,Binders,3.39,4,0.8,-5.09,-150.15
,"('Central',)",Plano,Office Supplies,Paper,116.09,23,0.8,42.24,36.39
,"('Central',)",Plano,Office Supplies,Storage,1685.42,19,0.4,88.53,5.25
,"('Central',)",Plano,Technology,Machines,418.8,2,0.4,-97.72,-23.33
,"('Central',)",Plano,Technology,Phones,201.58,2,0.2,20.16,10.0
,"('Central',)",Quincy,Furniture,Chairs,196.78,2,0.2,-22.14,-11.25
,"('Central',)",Quincy,Furniture,Furnishings,9.82,2,0.0,3.24,32.99
,"('Central',)",Quincy,Office Supplies,Appliances,61.44,3,0.0,16.59,27.0
,"('Central',)",Quincy,Office Supplies,Binders,70.95,3,0.7,-49.72,-70.08
,"('Central',)",Quincy,Office Supplies,Fasteners,14.13,3,0.0,0.71,5.02
,"('Central',)",Quincy,Office Supplies,Paper,191.94,15,0.4,72.13,37.58
,"('Central',)",Quincy,Office Supplies,Supplies,22.37,2,0.2,1.68,7.51
,"('Central',)",Quincy,Technology,Accessories,207.98,2,0.2,36.4,17.5
,"('Central',)",Richardson,Furniture,Furnishings,263.7,8,1.2,-218.92,-83.02
,"('Central',)",Richardson,Technology,Phones,1097.54,7,0.2,123.47,11.25
,"('Central',)",Rochester,Furniture,Chairs,2498.83,17,0.6,372.72,14.92
,"('Central',)",Rochester,Furniture,Furnishings,1135.51,16,1.0,193.05,17.0
,"('Central',)",Rochester,Furniture,Tables,1774.26,11,1.0,-287.8,-16.22
,"('Central',)",Rochester,Office Supplies,Appliances,960.87,4,0.8,144.44,15.03
,"('Central',)",Rochester,Office Supplies,Art,512.85,41,0.0,148.49,28.95
,"('Central',)",Rochester,Office Supplies,Binders,450.07,23,0.4,154.62,34.35
,"('Central',)",Rochester,Office Supplies,Envelopes,207.82,6,0.2,92.72,44.62
,"('Central',)",Rochester,Office Supplies,Fasteners,7.56,6,0.0,0.3,3.97
,"('Central',)",Rochester,Office Supplies,Labels,18.76,6,0.0,9.01,48.03
,"('Central',)",Rochester,Office Supplies,Paper,523.36,39,0.8,207.76,39.7
,"('Central',)",Rochester,Office Supplies,Storage,224.91,5,0.0,20.98,9.33
,"('Central',)",Rochester,Office Supplies,Supplies,185.38,2,0.2,-34.76,-18.75
,"('Central',)",Rochester,Technology,Accessories,2509.71,15,0.4,806.33,32.13
,"('Central',)",Rochester,Technology,Copiers,479.98,2,0.2,60.0,12.5
,"('Central',)",Rochester,Technology,Machines,480.0,4,0.0,225.6,47.0
,"('Central',)",Rochester,Technology,Phones,1235.71,10,0.8,33.79,2.73
,"('Central',)",Rochester Hills,Furniture,Chairs,3202.89,7,0.5,-28.5,-0.89
,"('Central',)",Rochester Hills,Furniture,Furnishings,52.58,14,0.6,15.87,30.18
,"('Central',)",Rochester Hills,Office Supplies,Binders,8.0,7,0.7,-5.6,-70.0
,"('Central',)",Rochester Hills,Office Supplies,Envelopes,39.76,7,0.0,18.69,47.01
,"('Central',)",Rochester Hills,Office Supplies,Labels,15.94,4,0.2,5.18,32.5
,"('Central',)",Rochester Hills,Office Supplies,Paper,52.06,11,0.4,17.27,33.17
,"('Central',)",Rochester Hills,Technology,Accessories,607.83,14,0.2,206.24,33.93
,"('Central',)",Rockford,Office Supplies,Binders,11.42,4,0.8,-18.84,-164.97
,"('Central',)",Rockford,Office Supplies,Fasteners,4.71,1,0.0,0.0,0.0
,"('Central',)",Rockford,Office Supplies,Paper,91.06,6,0.2,31.87,35.0
,"('Central',)",Rockford,Technology,Phones,269.98,2,0.0,72.89,27.0
,"('Central',)",Round Rock,Furniture,Bookcases,78.85,2,0.32,-11.6,-14.71
,"('Central',)",Round Rock,Office Supplies,Art,27.17,2,0.2,2.72,10.01
,"('Central',)",Round Rock,Office Supplies,Supplies,40.92,5,0.2,3.07,7.5
,"('Central',)",Saginaw,Furniture,Tables,4297.64,13,0.4,-1862.31,-43.33
,"('Central',)",Saginaw,Office Supplies,Appliances,103.92,4,0.0,36.37,35.0
,"('Central',)",Saginaw,Office Supplies,Binders,2192.9,18,0.8,693.97,31.65
,"('Central',)",Saginaw,Office Supplies,Fasteners,56.65,11,0.0,18.0,31.77
,"('Central',)",Saginaw,Office Supplies,Paper,96.08,2,0.0,46.12,48.0
